url_path,views_total,views_unique
/CARV-ICS-FORTH/frisbee,55,17
/CARV-ICS-FORTH/frisbee/tree/main/docs,12,2
/CARV-ICS-FORTH/frisbee/issues,11,5
/CARV-ICS-FORTH/frisbee/tree/main/examples/federated_learning,10,1
/CARV-ICS-FORTH/frisbee/tree/main/charts,9,3
/CARV-ICS-FORTH/frisbee/tree/main/api/v1alpha1,7,2
/CARV-ICS-FORTH/frisbee/tree/main/examples,6,3
/CARV-ICS-FORTH/frisbee/blob/main/hack/pdf-exporter/long-dashboards.js,6,1
/CARV-ICS-FORTH/frisbee/pull/402,5,2
/CARV-ICS-FORTH/frisbee/tree/main/charts/system,5,1
