url_path,views_total,views_unique
/CARV-ICS-FORTH/frisbee,43,6
/CARV-ICS-FORTH/frisbee/blob/github-repo-stats/CARV-ICS-FORTH/frisbee/latest-report/report.pdf,9,2
/CARV-ICS-FORTH/frisbee/tree/main/.github/workflows,8,1
/CARV-ICS-FORTH/frisbee/tree/github-repo-stats,7,1
/CARV-ICS-FORTH/frisbee/tree/github-repo-stats/CARV-ICS-FORTH/frisbee,7,1
/CARV-ICS-FORTH/frisbee/tree/github-repo-stats/CARV-ICS-FORTH/frisbee/latest-report,7,1
/CARV-ICS-FORTH/frisbee/tree/main/.github,4,1
/CARV-ICS-FORTH/frisbee/issues,3,1
/CARV-ICS-FORTH/frisbee/blob/main/.github/workflows/generate-chart-readme.yml,2,1
/CARV-ICS-FORTH/frisbee/blob/main/.github/workflows/release-kubectl-frisbee.yml,2,1
