url_path,views_total,views_unique
/CARV-ICS-FORTH/frisbee,24,6
/CARV-ICS-FORTH/frisbee/tree/main/.github/workflows,8,1
/CARV-ICS-FORTH/frisbee/blob/github-repo-stats/CARV-ICS-FORTH/frisbee/latest-report/report.pdf,6,1
/CARV-ICS-FORTH/frisbee/tree/github-repo-stats,5,1
/CARV-ICS-FORTH/frisbee/tree/github-repo-stats/CARV-ICS-FORTH/frisbee,5,1
/CARV-ICS-FORTH/frisbee/tree/github-repo-stats/CARV-ICS-FORTH/frisbee/latest-report,5,1
/CARV-ICS-FORTH/frisbee/tree/main/.github,4,1
/carv-ics-forth/frisbee,2,1
/CARV-ICS-FORTH/frisbee/blob/main/.github/workflows/generate-chart-readme.yml,2,1
/CARV-ICS-FORTH/frisbee/blob/main/.github/workflows/release-kubectl-frisbee.yml,2,1
