time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-04-06 00:00:00+00:00,2,2,2.0,1.0
2024-04-07 00:00:00+00:00,3,3,1.0,1.0
2024-04-08 00:00:00+00:00,2,2,7.0,1.0
2024-04-09 00:00:00+00:00,3,3,5.0,3.0
2024-04-10 00:00:00+00:00,6,6,,
2024-04-11 00:00:00+00:00,2,2,,
2024-04-12 00:00:00+00:00,5,4,1.0,1.0
2024-04-13 00:00:00+00:00,2,2,,
2024-04-14 00:00:00+00:00,2,2,,
2024-04-15 00:00:00+00:00,4,4,7.0,1.0
2024-04-16 00:00:00+00:00,3,3,4.0,1.0
2024-04-17 00:00:00+00:00,4,4,1.0,1.0
2024-04-18 00:00:00+00:00,4,4,7.0,1.0
2024-04-19 00:00:00+00:00,1,1,,
