url_path,views_total,views_unique
/CARV-ICS-FORTH/frisbee,73,9
/CARV-ICS-FORTH/frisbee/actions,19,1
/CARV-ICS-FORTH/frisbee/actions/workflows/generate-chart-readme.yml,13,1
/CARV-ICS-FORTH/frisbee/blob/main/README.md,11,1
/CARV-ICS-FORTH/frisbee/tree/main/docs,10,1
/CARV-ICS-FORTH/frisbee/tree/main/.github/workflows,10,1
/CARV-ICS-FORTH/frisbee/tree/github-repo-stats,9,1
/CARV-ICS-FORTH/frisbee/tree/github-repo-stats/CARV-ICS-FORTH/frisbee,9,1
/CARV-ICS-FORTH/frisbee/blob/main/.github/workflows/generate-chart-readme.yml,8,1
/CARV-ICS-FORTH/frisbee/tree/main/.github,7,1
