url_path,views_total,views_unique
/CARV-ICS-FORTH/frisbee,18,10
/CARV-ICS-FORTH/frisbee/tree/main/examples/patterns/federated-learning,14,5
/CARV-ICS-FORTH/frisbee/tree/main/.github,8,2
/CARV-ICS-FORTH/frisbee/tree/main/charts,6,2
/CARV-ICS-FORTH/frisbee/tree/main/examples,5,2
/CARV-ICS-FORTH/frisbee/tree/main/examples/patterns/federated-learning/resource-distribution,5,2
/CARV-ICS-FORTH/frisbee/blob/main/Makefile,5,1
/CARV-ICS-FORTH/frisbee/blob/main/VERSION,5,1
/CARV-ICS-FORTH/frisbee/tree/main/charts/platform,4,2
/CARV-ICS-FORTH/frisbee/blob/main/.github/workflows/release-docker-images.yml,4,1
