time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-07-29 00:00:00+00:00,3,2,1,1
2023-07-30 00:00:00+00:00,5,3,4,3
2023-07-31 00:00:00+00:00,7,6,3,3
2023-08-01 00:00:00+00:00,4,3,9,4
2023-08-02 00:00:00+00:00,5,4,46,5
2023-08-03 00:00:00+00:00,4,3,19,3
2023-08-04 00:00:00+00:00,5,4,4,3
2023-08-05 00:00:00+00:00,5,4,1,1
2023-08-06 00:00:00+00:00,5,4,1,1
2023-08-07 00:00:00+00:00,5,4,1,1
2023-08-08 00:00:00+00:00,5,4,13,2
2023-08-09 00:00:00+00:00,5,4,1,1
2023-08-10 00:00:00+00:00,3,2,3,1
2023-08-11 00:00:00+00:00,1,1,3,2
