time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-07-23 00:00:00+00:00,3.0,1.0,2.0,2.0
2024-07-24 00:00:00+00:00,1.0,1.0,,
2024-07-25 00:00:00+00:00,5.0,2.0,,
2024-07-26 00:00:00+00:00,,,12.0,2.0
2024-07-27 00:00:00+00:00,3.0,2.0,,
2024-07-30 00:00:00+00:00,1.0,1.0,2.0,1.0
2024-07-31 00:00:00+00:00,4.0,2.0,4.0,1.0
2024-08-02 00:00:00+00:00,1.0,1.0,2.0,1.0
2024-08-05 00:00:00+00:00,1.0,1.0,,
